0.000000 0.000000
0.100000 0.099833
0.200000 0.198669
0.300000 0.295520
0.400000 0.389418
0.500000 0.479426
0.600000 0.564642
0.700000 0.644218
0.800000 0.717356
0.900000 0.783327
1.000000 0.841471
1.100000 0.891207
1.200000 0.932039
1.300000 0.963558
1.400000 0.985450
1.500000 0.997495
1.600000 0.999574
1.700000 0.991665
1.800000 0.973848
1.900000 0.946300
2.000000 0.909297
2.100000 0.863209
2.200000 0.808496
2.300000 0.745705
2.400000 0.675463
2.500000 0.598472
2.600000 0.515501
2.700000 0.427380
2.800000 0.334988
2.900000 0.239249
3.000000 0.141120
3.100000 0.041581
